case_no,case_type,question_no,question,c_option,script_file,video_file_name,output_relative_path,status,source,role,tts_speed,raw_video_path,deliverable_video_path,actual_duration_seconds,video_codec,audio_codec,resolution,remark
28,教育机构合作,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对合作效益或分成结果不满意。,执行资料/正式脚本_反馈合并版/28_教育机构合作/q4_c.txt,28_教育机构合作_Q4_C.mp4,videos/final/28_教育机构合作/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/28_教育机构合作/q4_c.mp4,videos/deliverable/28_教育机构合作/q4_c.mp4,40.51,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
28,教育机构合作,5,关于您主张的代垫费用或分成金额，是否有清晰的计算依据和证据支撑？,缺少代垫凭证或结算记录，金额主要来自单方统计，难以核实应付款项。,执行资料/正式脚本_反馈合并版/28_教育机构合作/q5_c.txt,28_教育机构合作_Q5_C.mp4,videos/final/28_教育机构合作/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/28_教育机构合作/q5_c.mp4,videos/deliverable/28_教育机构合作/q5_c.mp4,40.15,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
29,演艺活动服务,1,您主张双方存在演艺活动服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，演出内容和报酬均无可核验依据。,执行资料/正式脚本_反馈合并版/29_演艺活动服务/q1_c.txt,29_演艺活动服务_Q1_C.mp4,videos/final/29_演艺活动服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/29_演艺活动服务/q1_c.mp4,videos/deliverable/29_演艺活动服务/q1_c.mp4,39.00,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
29,演艺活动服务,2,双方对演艺活动服务的关键条款是否约定清楚？,未约定报批责任、取消补偿或违约金条款，双方对演出核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/29_演艺活动服务/q2_c.txt,29_演艺活动服务_Q2_C.mp4,videos/final/29_演艺活动服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/29_演艺活动服务/q2_c.mp4,videos/deliverable/29_演艺活动服务/q2_c.mp4,39.87,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
29,演艺活动服务,3,合同签订后，演出/活动是否实际进入执行阶段（排练/搭台/演出）？,合同签订后服务方未实际开展任何排练或筹备工作，演出/活动从未启动。,执行资料/正式脚本_反馈合并版/29_演艺活动服务/q3_c.txt,29_演艺活动服务_Q3_C.mp4,videos/final/29_演艺活动服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/29_演艺活动服务/q3_c.mp4,videos/deliverable/29_演艺活动服务/q3_c.mp4,37.03,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
29,演艺活动服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对演出效果或节目质量不满意。,执行资料/正式脚本_反馈合并版/29_演艺活动服务/q4_c.txt,29_演艺活动服务_Q4_C.mp4,videos/final/29_演艺活动服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/29_演艺活动服务/q4_c.mp4,videos/deliverable/29_演艺活动服务/q4_c.mp4,35.75,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
29,演艺活动服务,5,关于您主张的报酬或损失金额，是否有清晰的计算依据和证据支撑？,缺少关键证据，金额主要来自单方估算，难以证明具体损失或应付报酬。,执行资料/正式脚本_反馈合并版/29_演艺活动服务/q5_c.txt,29_演艺活动服务_Q5_C.mp4,videos/final/29_演艺活动服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/29_演艺活动服务/q5_c.mp4,videos/deliverable/29_演艺活动服务/q5_c.mp4,38.27,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
30,设备运维服务,1,您主张双方存在设备运维服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，运维范围和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/30_设备运维服务/q1_c.txt,30_设备运维服务_Q1_C.mp4,videos/final/30_设备运维服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/30_设备运维服务/q1_c.mp4,videos/deliverable/30_设备运维服务/q1_c.mp4,38.59,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
30,设备运维服务,2,双方对设备运维服务的关键条款是否约定清楚？,未约定运维范围、响应标准或损失赔偿条款，双方对运维核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/30_设备运维服务/q2_c.txt,30_设备运维服务_Q2_C.mp4,videos/final/30_设备运维服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/30_设备运维服务/q2_c.mp4,videos/deliverable/30_设备运维服务/q2_c.mp4,47.19,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
30,设备运维服务,3,合同签订后，运维服务是否实际开始执行（巡检/维修/保养）？,合同签订后运维方从未实际进场或开展任何运维工作，设备处于无人维护状态。,执行资料/正式脚本_反馈合并版/30_设备运维服务/q3_c.txt,30_设备运维服务_Q3_C.mp4,videos/final/30_设备运维服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/30_设备运维服务/q3_c.mp4,videos/deliverable/30_设备运维服务/q3_c.mp4,45.55,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
30,设备运维服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对运维服务效果或响应速度不满意。,执行资料/正式脚本_反馈合并版/30_设备运维服务/q4_c.txt,30_设备运维服务_Q4_C.mp4,videos/final/30_设备运维服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/30_设备运维服务/q4_c.mp4,videos/deliverable/30_设备运维服务/q4_c.mp4,43.00,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
30,设备运维服务,5,关于您主张的服务费或停机损失金额，是否有清晰的计算依据和证据支撑？,缺少运维记录或损失凭证，金额主要来自单方估算，难以核实应付费用或具体损失。,执行资料/正式脚本_反馈合并版/30_设备运维服务/q5_c.txt,30_设备运维服务_Q5_C.mp4,videos/final/30_设备运维服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/30_设备运维服务/q5_c.mp4,videos/deliverable/30_设备运维服务/q5_c.mp4,42.96,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
31,环保处理服务,1,您主张双方存在环保处理服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，处置内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/31_环保处理服务/q1_c.txt,31_环保处理服务_Q1_C.mp4,videos/final/31_环保处理服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/31_环保处理服务/q1_c.mp4,videos/deliverable/31_环保处理服务/q1_c.mp4,38.60,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
31,环保处理服务,2,双方对环保处理服务的关键条款是否约定清楚？,未约定处置标准、合规要求或验收条件，双方对处置核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/31_环保处理服务/q2_c.txt,31_环保处理服务_Q2_C.mp4,videos/final/31_环保处理服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/31_环保处理服务/q2_c.mp4,videos/deliverable/31_环保处理服务/q2_c.mp4,40.88,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
31,环保处理服务,3,合同签订后，环保处理服务（废弃物处置/污水处理/环评等）是否实际启动？,合同签订后服务方未实际开展任何环保处理工作，处理项目从未启动。,执行资料/正式脚本_反馈合并版/31_环保处理服务/q3_c.txt,31_环保处理服务_Q3_C.mp4,videos/final/31_环保处理服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/31_环保处理服务/q3_c.mp4,videos/deliverable/31_环保处理服务/q3_c.mp4,37.44,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
31,环保处理服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对处置效果或费用标准有异议。,执行资料/正式脚本_反馈合并版/31_环保处理服务/q4_c.txt,31_环保处理服务_Q4_C.mp4,videos/final/31_环保处理服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/31_环保处理服务/q4_c.mp4,videos/deliverable/31_环保处理服务/q4_c.mp4,37.50,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
31,环保处理服务,5,关于您主张的服务费或损失金额，是否有清晰的计算依据和证据支撑？,缺少处置记录或资质证明，费用或损失金额主要来自单方主张，难以核实。,执行资料/正式脚本_反馈合并版/31_环保处理服务/q5_c.txt,31_环保处理服务_Q5_C.mp4,videos/final/31_环保处理服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/31_环保处理服务/q5_c.mp4,videos/deliverable/31_环保处理服务/q5_c.mp4,38.16,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
32,人力资源服务,1,您主张双方存在人力资源服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，服务内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/32_人力资源服务/q1_c.txt,32_人力资源服务_Q1_C.mp4,videos/final/32_人力资源服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/32_人力资源服务/q1_c.mp4,videos/deliverable/32_人力资源服务/q1_c.mp4,39.55,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
32,人力资源服务,2,双方对人力资源服务的关键条款是否约定清楚？,未约定服务完成标准、退款条件，双方对服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/32_人力资源服务/q2_c.txt,32_人力资源服务_Q2_C.mp4,videos/final/32_人力资源服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/32_人力资源服务/q2_c.mp4,videos/deliverable/32_人力资源服务/q2_c.mp4,40.28,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
32,人力资源服务,3,合同签订后，招聘/派遣/外包等人力资源服务是否实际开始执行？,合同签订后服务方未实际开展任何招聘或派遣工作，服务从未启动。,执行资料/正式脚本_反馈合并版/32_人力资源服务/q3_c.txt,32_人力资源服务_Q3_C.mp4,videos/final/32_人力资源服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/32_人力资源服务/q3_c.mp4,videos/deliverable/32_人力资源服务/q3_c.mp4,37.67,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
32,人力资源服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对引介效果或服务质量不满意。,执行资料/正式脚本_反馈合并版/32_人力资源服务/q4_c.txt,32_人力资源服务_Q4_C.mp4,videos/final/32_人力资源服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/32_人力资源服务/q4_c.mp4,videos/deliverable/32_人力资源服务/q4_c.mp4,36.63,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
32,人力资源服务,5,关于您主张的服务费退还或损失金额，是否有清晰的计算依据和证据支撑？,缺少服务完成证明，费用金额主要来自单方主张，难以核实应付或应退金额。,执行资料/正式脚本_反馈合并版/32_人力资源服务/q5_c.txt,32_人力资源服务_Q5_C.mp4,videos/final/32_人力资源服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/32_人力资源服务/q5_c.mp4,videos/deliverable/32_人力资源服务/q5_c.mp4,39.55,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
33,财税顾问服务,1,您主张双方存在财税顾问服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，服务内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/33_财税顾问服务/q1_c.txt,33_财税顾问服务_Q1_C.mp4,videos/final/33_财税顾问服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/33_财税顾问服务/q1_c.mp4,videos/deliverable/33_财税顾问服务/q1_c.mp4,43.67,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
33,财税顾问服务,2,双方对财税顾问服务的关键条款是否约定清楚？,未约定服务具体内容、成果标准或费用支付条件，双方对顾问服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/33_财税顾问服务/q2_c.txt,33_财税顾问服务_Q2_C.mp4,videos/final/33_财税顾问服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/33_财税顾问服务/q2_c.mp4,videos/deliverable/33_财税顾问服务/q2_c.mp4,45.91,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
33,财税顾问服务,3,合同签订后，财税顾问服务是否实际开始提供（记账/报税/顾问咨询等）？,合同签订后服务方未实际开展任何财税服务工作，账务从未接手或处理。,执行资料/正式脚本_反馈合并版/33_财税顾问服务/q3_c.txt,33_财税顾问服务_Q3_C.mp4,videos/final/33_财税顾问服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/33_财税顾问服务/q3_c.mp4,videos/deliverable/33_财税顾问服务/q3_c.mp4,43.86,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
33,财税顾问服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对顾问建议效果或节税成果不满意。,执行资料/正式脚本_反馈合并版/33_财税顾问服务/q4_c.txt,33_财税顾问服务_Q4_C.mp4,videos/final/33_财税顾问服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/33_财税顾问服务/q4_c.mp4,videos/deliverable/33_财税顾问服务/q4_c.mp4,42.35,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
33,财税顾问服务,5,关于您主张的顾问费退还或损失金额，是否有清晰的计算依据和证据支撑？,缺少服务成果文件或损失证明，金额主要来自单方主张，难以核实应退费用或具体损失。,执行资料/正式脚本_反馈合并版/33_财税顾问服务/q5_c.txt,33_财税顾问服务_Q5_C.mp4,videos/final/33_财税顾问服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/33_财税顾问服务/q5_c.mp4,videos/deliverable/33_财税顾问服务/q5_c.mp4,42.15,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,1,您主张双方存在和解协议关系，请问双方是否形成了相应的和解协议或调解文件？,没有任何书面或电子和解协议，仅能说明曾有口头和解意向，具体履行内容无可核验依据。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q1_c.txt,34_和解协议履行_Q1_C.mp4,videos/final/34_和解协议履行/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q1_c.mp4,videos/deliverable/34_和解协议履行/q1_c.mp4,40.43,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,2,和解协议中的履行条款是否约定清楚？,未约定履行期限、违约后果或和解范围，双方对协议核心履行义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q2_c.txt,34_和解协议履行_Q2_C.mp4,videos/final/34_和解协议履行/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q2_c.mp4,videos/deliverable/34_和解协议履行/q2_c.mp4,43.86,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,3,和解协议签署后，双方是否按约开始履行和解义务？,和解协议签署后义务方从未实际履行任何约定义务，协议始终处于未执行状态。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q3_c.txt,34_和解协议履行_Q3_C.mp4,videos/final/34_和解协议履行/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q3_c.mp4,videos/deliverable/34_和解协议履行/q3_c.mp4,41.07,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,4,您主张对方违反和解协议，具体违约事实是什么？,无法明确指出对方违反了和解协议的哪项具体约定，主要是对和解金额的合理性有异议。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q4_c.txt,34_和解协议履行_Q4_C.mp4,videos/final/34_和解协议履行/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q4_c.mp4,videos/deliverable/34_和解协议履行/q4_c.mp4,41.56,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
34,和解协议履行,5,关于您主张的和解款项金额，是否有清晰的计算依据和证据支撑？,缺少和解协议文本或付款记录，和解金额主要来自单方主张，难以核实应付款项。,执行资料/正式脚本_反馈合并版/34_和解协议履行/q5_c.txt,34_和解协议履行_Q5_C.mp4,videos/final/34_和解协议履行/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/34_和解协议履行/q5_c.mp4,videos/deliverable/34_和解协议履行/q5_c.mp4,41.47,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,1,您主张双方存在贷款居间服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，服务内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q1_c.txt,35_贷款居间服务_Q1_C.mp4,videos/final/35_贷款居间服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q1_c.mp4,videos/deliverable/35_贷款居间服务/q1_c.mp4,37.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,2,双方对贷款居间服务的关键条款是否约定清楚？,未约定服务费收取条件、退款条件或服务范围，双方对居间核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q2_c.txt,35_贷款居间服务_Q2_C.mp4,videos/final/35_贷款居间服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q2_c.mp4,videos/deliverable/35_贷款居间服务/q2_c.mp4,38.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,3,合同签订后，居间方是否实际开展了贷款撮合工作？,合同签订后居间方从未实际开展任何贷款撮合工作，无任何可查证的居间行为。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q3_c.txt,35_贷款居间服务_Q3_C.mp4,videos/final/35_贷款居间服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q3_c.mp4,videos/deliverable/35_贷款居间服务/q3_c.mp4,36.68,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对居间服务效果或收费标准有异议。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q4_c.txt,35_贷款居间服务_Q4_C.mp4,videos/final/35_贷款居间服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q4_c.mp4,videos/deliverable/35_贷款居间服务/q4_c.mp4,35.07,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
35,贷款居间服务,5,关于您主张的服务费退还金额，是否有清晰的计算依据和证据支撑？,缺少关键证据，退款金额主要来自单方主张，难以核实应退金额。,执行资料/正式脚本_反馈合并版/35_贷款居间服务/q5_c.txt,35_贷款居间服务_Q5_C.mp4,videos/final/35_贷款居间服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/35_贷款居间服务/q5_c.mp4,videos/deliverable/35_贷款居间服务/q5_c.mp4,36.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,1,您主张双方存在商品买卖关系，请问双方是否形成了相应的合同或交易文件？,没有书面或电子合同，仅能说明曾有口头商谈，商品规格、价格和数量均无可核验依据。,执行资料/正式脚本_反馈合并版/36_商品买卖/q1_c.txt,36_商品买卖_Q1_C.mp4,videos/final/36_商品买卖/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q1_c.mp4,videos/deliverable/36_商品买卖/q1_c.mp4,41.56,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,2,双方对商品买卖的关键条款是否约定清楚？,未约定商品规格、验收标准或货款支付条件，双方对买卖核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/36_商品买卖/q2_c.txt,36_商品买卖_Q2_C.mp4,videos/final/36_商品买卖/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q2_c.mp4,videos/deliverable/36_商品买卖/q2_c.mp4,46.08,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,3,合同签订后，商品发货/交付情况如何？,合同签订后卖方未实际发货，商品从未交付到买方。,执行资料/正式脚本_反馈合并版/36_商品买卖/q3_c.txt,36_商品买卖_Q3_C.mp4,videos/final/36_商品买卖/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q3_c.mp4,videos/deliverable/36_商品买卖/q3_c.mp4,43.07,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对商品价格或结算金额有异议。,执行资料/正式脚本_反馈合并版/36_商品买卖/q4_c.txt,36_商品买卖_Q4_C.mp4,videos/final/36_商品买卖/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q4_c.mp4,videos/deliverable/36_商品买卖/q4_c.mp4,42.90,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
36,商品买卖,5,关于您主张的货款或损失金额，是否有清晰的计算依据和证据支撑？,缺少签收或对账凭证，货款金额主要来自单方统计，难以核实已交付数量和应付总额。,执行资料/正式脚本_反馈合并版/36_商品买卖/q5_c.txt,36_商品买卖_Q5_C.mp4,videos/final/36_商品买卖/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/36_商品买卖/q5_c.mp4,videos/deliverable/36_商品买卖/q5_c.mp4,42.88,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,1,您主张双方存在设备采购关系，请问双方是否形成了相应的合同或交易文件？,没有书面或电子合同，仅能说明曾有口头约定，设备规格和价格均无可核验依据。,执行资料/正式脚本_反馈合并版/37_设备采购/q1_c.txt,37_设备采购_Q1_C.mp4,videos/final/37_设备采购/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q1_c.mp4,videos/deliverable/37_设备采购/q1_c.mp4,37.50,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,2,双方对设备采购的关键条款是否约定清楚？,未约定技术参数、验收标准或尾款支付条件，双方对设备采购核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/37_设备采购/q2_c.txt,37_设备采购_Q2_C.mp4,videos/final/37_设备采购/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q2_c.mp4,videos/deliverable/37_设备采购/q2_c.mp4,42.03,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,3,合同签订后，设备交付/安装情况如何？,合同签订后设备从未交付，始终处于未到货状态。,执行资料/正式脚本_反馈合并版/37_设备采购/q3_c.txt,37_设备采购_Q3_C.mp4,videos/final/37_设备采购/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q3_c.mp4,videos/deliverable/37_设备采购/q3_c.mp4,36.76,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对设备性能或尾款金额有异议。,执行资料/正式脚本_反馈合并版/37_设备采购/q4_c.txt,37_设备采购_Q4_C.mp4,videos/final/37_设备采购/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q4_c.mp4,videos/deliverable/37_设备采购/q4_c.mp4,38.14,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
37,设备采购,5,关于您主张的货款或损失金额，是否有清晰的计算依据和证据支撑？,缺少验收记录或技术参数确认文件，款项金额主要来自单方主张，难以核实。,执行资料/正式脚本_反馈合并版/37_设备采购/q5_c.txt,37_设备采购_Q5_C.mp4,videos/final/37_设备采购/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/37_设备采购/q5_c.mp4,videos/deliverable/37_设备采购/q5_c.mp4,38.68,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
